纬度,经度,名称,数量
41.0934,-75.0018,Pike,0
40.139,-75.5024,Montgomery,0
40.229,-74.9325,Bucks,0
40.1157,-76.0517,Lancaster,0
40.7975,-76.4401,Northumberland,0
41.7973,-75.8913,Susquehanna,0
41.2867,-75.8967,Luzerne,0
39.9123,-77.2228,Adams,0
40.8174,-80.0151,Butler,0
41.4196,-80.0755,Mercer,0
40.3767,-80.323,Washington,0
40.4792,-77.1336,Perry,0
40.3147,-75.9886,Berks,0
40.1256,-76.5734,Lancaster,0
40.278,-76.8484,Dauphin,0
39.7603,-79.9844,Greene,0
40.9906,-77.425,Clinton,0
40.4714,-78.5921,Cambria,0
40.1509,-74.982,Bucks,0
40.311,-75.3223,Montgomery,0
40.6353,-77.5632,Mifflin,0
40.4325,-75.4056,Bucks,0
40.5524,-76.002,Berks,0
40.6917,-79.6567,Armstrong,0
40.1651,-75.7838,Chester,0
40.4452,-75.9686,Berks,0
40.2635,-79.7136,Westmoreland,0
41.0654,-76.2208,Luzerne,0
40.4559,-77.3517,Perry,0
40.5809,-76.617,Dauphin,0
41.3037,-75.7825,Luzerne,0
40.2281,-80.1409,Washington,0
40.2127,-78.247,Bedford,0
40.3261,-75.866,Berks,0
40.0568,-75.5863,Chester,0
40.0984,-79.8801,Washington,0
41.2487,-78.7542,Jefferson,0
40.5207,-80.1333,Allegheny,0
40.887,-78.2185,Centre,0
40.2761,-76.5848,Lebanon,0
40.2791,-75.3872,Montgomery,0
40.6859,-80.1006,Butler,0
40.3053,-79.7392,Westmoreland,0
41.9837,-79.3395,Warren,0
41.0409,-79.5024,Clarion,0
40.5657,-77.2362,Juniata,0
40.6936,-80.3074,Beaver,0
40.6121,-79.5711,Armstrong,0
40.4113,-79.9856,Allegheny,0
40.6325,-78.6499,Cambria,0
40.3743,-78.7761,Cambria,0
40.9092,-78.2089,Centre,0
39.9119,-75.253,Delaware,0
39.8153,-79.3325,Somerset,0
40.6833,-80.2736,Beaver,0
41.631,-75.4703,Lackawanna,0
40.4085,-75.9225,Berks,0
41.9262,-78.4942,McKean,0
41.0023,-75.1779,Monroe,0
41.7512,-75.8069,Susquehanna,0
41.8062,-77.0787,Tioga,0
40.3868,-78.6746,Cambria,0
40.3389,-79.7115,Westmoreland,0
40.2027,-78.9293,Somerset,0
41.6143,-75.2873,Wayne,0
39.8131,-75.4165,Delaware,0
39.9504,-77.1493,Adams,0
41.3666,-74.6997,Pike,0
40.6845,-80.329,Beaver,0
40.4446,-75.8799,Berks,0
41.2581,-78.5035,Elk,0
41.4034,-77.463,Lycoming,0
39.8825,-76.7121,York,0
40.6266,-75.3679,Northampton,0
40.937,-77.6597,Centre,0
39.7499,-77.3804,Adams,0
40.5148,-80.1627,Allegheny,0
40.0833,-79.8509,Washington,0
39.9094,-76.6368,York,0
40.4537,-80.2499,Allegheny,0
41.618,-78.8443,Elk,0
40.3235,-78.7523,Cambria,0
40.107,-80.5092,Washington,0
40.7367,-77.5319,Mifflin,0
40.2231,-76.8562,York,0
40.203,-76.0198,Lancaster,0
40.8251,-78.3511,Clearfield,0
40.5795,-80.2167,Allegheny,0
41.6565,-80.4224,Crawford,0
39.7858,-75.9801,Chester,0
40.6359,-78.3001,Blair,0
40.6639,-75.4741,Northampton,0
41.4688,-79.1181,Forest,0
39.8806,-80.2693,Greene,0
40.5849,-79.5416,Armstrong,0
41.2337,-76.4216,Columbia,0
40.151,-79.5435,Westmoreland,0
40.2494,-80.211,Washington,0
39.9369,-76.9794,Adams,0
40.5943,-76.5186,Schuylkill,0
40.2443,-79.5812,Westmoreland,0
39.7306,-78.848,Somerset,0
40.4623,-75.7532,Berks,0
40.0307,-75.6303,Chester,0
40.3108,-78.9327,Cambria,0
41.3274,-75.7885,Luzerne,0
40.129,-76.1558,Lancaster,0
39.9343,-75.3902,Delaware,0
41.4574,-78.5343,Elk,0
40.8773,-80.3702,Lawrence,0
40.4225,-80.0886,Allegheny,0
39.8715,-75.3918,Delaware,0
41.3704,-79.3056,Clarion,0
41.3138,-75.7826,Luzerne,0
41.3238,-74.8011,Pike,0
40.4945,-80.055,Allegheny,0
40.0372,-76.1862,Lancaster,0
39.9151,-75.2776,Delaware,0
40.3578,-80.1061,Allegheny,0
40.0929,-76.4279,Lancaster,0
40.5326,-78.3589,Blair,0
40.6284,-76.173,Schuylkill,0
39.8566,-75.3342,Delaware,0
41.3101,-75.9281,Luzerne,0
40.4917,-79.6917,Westmoreland,0
41.1225,-75.3582,Monroe,0
41.1073,-77.7533,Centre,0
41.0555,-76.2492,Columbia,0
40.2118,-75.1857,Montgomery,0
41.2202,-76.0095,Luzerne,0
40.3945,-79.4175,Westmoreland,0
40.9384,-76.9906,Union,0
41.2468,-75.8759,Luzerne,0
39.7714,-76.6799,York,0
40.6619,-77.4559,Mifflin,0
41.0089,-76.8506,Northumberland,0
40.3419,-79.8439,Allegheny,0
41.1796,-76.0782,Luzerne,0
40.6802,-77.3878,Mifflin,0
40.7961,-76.2235,Schuylkill,0
40.767,-79.6428,Armstrong,0
39.8905,-75.9241,Chester,0
40.52,-79.8365,Allegheny,0
40.2502,-75.2405,Montgomery,0
40.8531,-79.9555,Butler,0
40.7384,-79.5287,Armstrong,0
39.7353,-76.6967,York,0
41.7053,-75.7674,Susquehanna,0
40.0748,-79.8897,Fayette,0
40.9206,-79.932,Butler,0
41.2228,-77.0381,Lycoming,0
40.1778,-75.1793,Montgomery,0
40.3289,-75.9939,Berks,0
39.8939,-79.7465,Fayette,0
40.0314,-79.8913,Washington,0
40.2074,-74.7797,Bucks,0
41.2429,-75.4448,Wayne,0
40.4959,-79.9764,Allegheny,0
41.5113,-80.3707,Crawford,0
39.8456,-75.3718,Delaware,0
40.929,-78.2827,Clearfield,0
40.3242,-78.7013,Cambria,0
41.3073,-75.3199,Wayne,0
40.0188,-79.891,Fayette,0
40.1032,-75.1517,Montgomery,0
40.8619,-80.283,Lawrence,0
40.504,-80.1403,Allegheny,0
40.6838,-78.4158,Cambria,0
40.2755,-75.4651,Montgomery,0
40.98,-75.4688,Monroe,0
40.1307,-75.5721,Chester,0
41.1615,-79.0827,Jefferson,0
40.3274,-76.0043,Berks,0
40.8395,-78.3526,Clearfield,0
40.379,-79.6737,Westmoreland,0
41.9793,-78.6063,McKean,0
41.8775,-79.9726,Erie,0
41.1568,-74.9646,Carbon,0
40.5217,-79.4981,Westmoreland,0
39.9868,-75.401,Delaware,0
41.4052,-80.3838,Mercer,0
40.8266,-77.8226,Centre,0
40.8936,-77.4765,Centre,0
40.4575,-76.2462,Berks,0
40.3042,-80.1185,Washington,0
40.0481,-78.6434,Bedford,0
40.5717,-80.2559,Beaver,0
40.3302,-76.082,Berks,0
39.7355,-79.9008,Fayette,0
40.1888,-79.9533,Washington,0
40.1564,-75.2215,Montgomery,0
41.9604,-78.6413,McKean,0
40.417,-80.0544,Allegheny,0
40.0615,-75.8097,Chester,0
39.9498,-75.6802,Chester,0
40.0589,-77.608,Franklin,0
40.1402,-74.8107,Bucks,0
40.5973,-79.563,Westmoreland,0
40.8805,-76.9842,Union,0
40.689,-75.516,Lehigh,0
41.872,-77.8372,Potter,0
40.3916,-79.7859,Allegheny,0
41.4212,-74.9952,Pike,0
39.8304,-77.2339,Adams,0
40.339,-76.3989,Lebanon,0
41.7451,-78.3903,McKean,0
40.9838,-75.1972,Monroe,0
40.3348,-78.3959,Blair,0
40.8015,-80.125,Butler,0
40.154,-74.9915,Bucks,0
40.3198,-79.5034,Westmoreland,0
40.8659,-75.8322,Carbon,0
41.1149,-75.4589,Monroe,0
39.8035,-77.0199,Adams,0
40.5409,-79.782,Allegheny,0
40.1096,-78.8043,Somerset,0
40.2257,-75.4546,Montgomery,0
41.5621,-80.226,Crawford,0
40.6029,-76.8102,Dauphin,0
40.4781,-75.9852,Berks,0
40.2793,-76.4352,Lebanon,0
41.0024,-76.4752,Columbia,0
40.303,-75.967,Berks,0
40.0923,-79.8565,Washington,0
41.3217,-75.8578,Luzerne,0
41.2346,-79.536,Clarion,0
39.896,-79.6976,Fayette,0
40.5652,-79.2952,Indiana,0
40.2884,-78.918,Cambria,0
40.0029,-75.2707,Montgomery,0
40.3487,-80.1548,Allegheny,0
40.7439,-75.6583,Lehigh,0
41.1261,-77.2363,Clinton,0
41.4282,-79.7035,Venango,0
39.8207,-78.7214,Bedford,0
40.0524,-75.644,Chester,0
40.3542,-80.1398,Allegheny,0
40.9642,-76.8901,Union,0
41.6023,-80.3094,Crawford,0
40.8992,-80.0487,Butler,0
42.0041,-80.3192,Erie,0
41.7059,-76.8277,Bradford,0
40.3969,-79.8382,Allegheny,0
40.6542,-79.8389,Allegheny,0
40.0026,-76.6043,York,0
40.0267,-76.171,Lancaster,0
40.162,-78.2545,Bedford,0
41.1817,-79.2027,Jefferson,0
41.4011,-82.808,Erie,0
41.0997,-84.2693,Putnam,0
41.371,-83.9415,Henry,0
41.3128,-81.9157,Lorain,3199
41.3236,-83.4363,Wood,0
41.6639,-83.582,Lucas,798
38.7383,-82.842,Scioto,330
39.9037,-82.018,Muskingum,153
41.4948,-81.5348,Cuyahoga,7381
39.1864,-84.763,Hamilton,9995
41.4884,-82.0978,Lorain,0
40.4007,-83.5444,Logan,0
41.6159,-83.3743,Lucas,0
41.5024,-84.418,Williams,1
39.2325,-84.1532,Clermont,613
40.8006,-84.7746,Van Wert,0
40.5342,-82.5049,Knox,148
41.2162,-83.3285,Seneca,122
40.9348,-83.8235,Hancock,0
39.921,-82.4271,Perry,0
41.4509,-81.6627,Cuyahoga,0
40.1621,-81.1313,Belmont,210
39.1117,-82.6108,Jackson,0
39.0292,-82.034,Meigs,12
39.6522,-83.5564,Fayette,0
40.3533,-83.2628,Union,0
39.2478,-84.3824,Hamilton,0
41.2508,-82.4915,Huron,531
40.9345,-82.4502,Richland,293
39.7927,-84.3165,Montgomery,0
40.1791,-83.4381,Union,0
39.3938,-84.5652,Butler,0
40.9751,-83.4824,Hancock,0
40.8159,-81.4165,Stark,1155
38.8123,-84.2115,Clermont,0
41.0519,-83.3191,Seneca,0
39.3184,-84.3688,Butler,0
40.9864,-81.9948,Wayne,0
40.9214,-82.2818,Ashland,314
40.5609,-81.495,Tuscarawas,116
41.1545,-82.541,Huron,0
41.3259,-84.2855,Defiance,156
41.8567,-80.6173,Ashtabula,445
38.8673,-83.7878,Brown,108
40.2956,-83.9686,Logan,0
39.8665,-83.0703,Franklin,0
39.8545,-83.1795,Franklin,0
40.6209,-82.6618,Morrow,63
39.554,-82.7779,Pickaway,100
41.6089,-83.4837,Wood,0
39.6016,-82.0876,Perry,0
41.0802,-81.5219,Summit,1175
38.6115,-82.8439,Scioto,0
40.2761,-81.7517,Coshocton,66
40.5367,-82.3002,Knox,0
41.1045,-82.6137,Huron,0
39.9487,-83.2993,Madison,0
41.388,-83.3218,Sandusky,164
40.9207,-81.0231,Mahoning,703
39.3496,-84.1236,Warren,0
39.0295,-83.9268,Brown,0
40.7703,-84.6162,Van Wert,0
39.9156,-81.2824,Noble,16
39.6339,-84.1448,Montgomery,0
41.1798,-84.7378,Paulding,14
39.4005,-82.1261,Athens,302
40.2737,-81.2812,Harrison,0
39.9595,-82.4129,Licking,332
40.516,-83.8875,Logan,0
41.4824,-81.8008,Cuyahoga,0
41.1356,-81.6373,Summit,0
38.8389,-84.0985,Clermont,0
39.2201,-81.7977,Athens,0
40.7043,-82.4223,Richland,0
39.1823,-84.6076,Hamilton,0
39.3686,-84.219,Warren,0
38.4298,-82.4488,Lawrence,0
39.9888,-81.1728,Belmont,0
41.3339,-81.4019,Summit,0
39.2744,-84.6705,Hamilton,0
40.3339,-83.585,Logan,0
39.8426,-82.5446,Fairfield,0
41.0287,-82.7273,Huron,0
41.6072,-81.469,Lake,0
39.2292,-84.597,Hamilton,0
40.4357,-81.3698,Tuscarawas,0
39.4461,-84.3666,Butler,0
40.6558,-81.6343,Stark,0
40.8939,-83.6529,Hancock,0
39.6314,-81.4562,Washington,0
39.2494,-84.3457,Hamilton,0
40.0703,-82.4252,Licking,0
40.4389,-82.3481,Knox,0
40.6288,-82.5234,Sandusky,0
41.5589,-81.5029,Cuyahoga,0
38.8862,-82.1463,Gallia,308
41.0348,-82.0122,Medina,343
39.3584,-84.2505,Warren,0
40.3127,-83.9166,Logan,0
41.3131,-81.9468,Lorain,0
40.0087,-83.4147,Madison,0
39.879,-84.193,Montgomery,0
39.3224,-83.8109,Clinton,0
40.8871,-80.675,Columbiana,350
39.6592,-84.1583,Montgomery,0
39.0802,-84.322,Hamilton,0
41.1034,-84.1309,Putnam,0
40.8305,-84.0848,Allen,165
41.7113,-83.9053,Fulton,0
41.462,-80.6656,Trumbull,859
41.2883,-82.5995,Erie,0
39.2104,-84.6059,Hamilton,0
40.2174,-83.9635,Champaign,117
41.8003,-81.1241,Lake,0
41.0282,-81.9315,Medina,0
40.1481,-81.0644,Belmont,0
39.4069,-83.1842,Ross,257
39.1883,-84.401,Hamilton,0
41.5969,-81.3406,Lake,0
40.9042,-80.9524,Mahoning,0
39.6598,-83.7431,Greene,0
40.5533,-81.9164,Holmes,12
40.3998,-81.9654,Coshocton,0
39.3901,-84.2649,Warren,0
41.019,-84.4776,Paulding,0
41.2857,-82.2197,Lorain,0
40.8742,-81.3971,Stark,0
40.2206,-83.5583,Champaign,0
41.3978,-84.1244,Henry,0
39.4403,-84.4299,Butler,0
39.4659,-81.6332,Washington,0
40.3764,-82.3949,Knox,0
40.4389,-84.2597,Shelby,259
40.3627,-83.763,Logan,0
40.0221,-81.5868,Guernsey,240
40.9284,-81.6306,Summit,0
40.4113,-84.7761,Mercer,0
41.3417,-80.5284,Trumbull,0
39.2151,-84.4555,Hamilton,0
39.1373,-84.3177,Hamilton,0
41.3064,-81.4579,Summit,0
39.2934,-83.9797,Clinton,0
40.1376,-82.0119,Muskingum,0
39.5407,-81.6424,Washington,0
41.0245,-81.0501,Portage,321
40.9252,-82.0559,Wayne,0
41.1358,-81.8694,Medina,0
41.0035,-81.5348,Summit,0
41.0577,-81.901,Medina,0
41.5853,-82.8369,Ottawa,65
39.4914,-84.2497,Warren,0
39.8864,-82.3194,Perry,0
39.61,-84.0065,Greene,0
41.8298,-81.0511,Lake,0
39.137,-84.7103,Hamilton,0
39.7917,-84.7133,Preble,107
41.3007,-83.8298,Wood,0
40.1268,-83.9647,Champaign,0
38.8559,-83.4713,Adams,0
40.4008,-82.8111,Morrow,0
39.2908,-84.6303,Hamilton,0
41.1678,-82.0229,Medina,0
41.4078,-83.8679,Wood,0
39.216,-84.5146,Hamilton,0
39.1517,-82.9102,Pike,0
41.4744,-81.5496,Cuyahoga,0
39.5905,-82.1545,Perry,0
40.2802,-84.6384,Darke,110
40.9482,-83.959,Putnam,0
39.3542,-81.7901,Washington,0
40.7392,-82.7773,Crawford,0
39.8489,-81.0354,Monroe,0
39.9513,-81.9592,Muskingum,0
41.3079,-81.6193,Cuyahoga,0
39.3633,-84.3767,Butler,0
39.4791,-84.462,Butler,0
39.716,-82.208,Perry,0
39.1267,-84.6363,Hamilton,0
40.3035,-82.6975,Knox,0
41.5408,-82.7534,Ottawa,0
39.4723,-82.912,Ross,0
38.7622,-83.0417,Scioto,0
39.0649,-82.9985,Pike,0
40.7752,-80.7628,Columbiana,0
41.554,-81.6051,Cuyahoga,0
39.8669,-82.9452,Franklin,0
40.0949,-83.0209,Franklin,0
41.0796,-82.4066,Huron,0
39.9102,-84.2962,Montgomery,0
40.95,-83.3836,Wyandot,66
39.0699,-84.367,Hamilton,0
39.6323,-84.2725,Montgomery,0
39.9498,-82.5984,Licking,0
40.3653,-80.652,Jefferson,0
39.4421,-84.5298,Butler,0
41.6581,-81.4323,Lake,0
40.1679,-83.08,Delaware,0
40.3962,-84.1762,Shelby,0
39.7671,-81.2182,Monroe,0
41.3722,-81.0591,Geauga,78
41.1373,-82.7471,Huron,0
41.096,-80.9812,Mahoning,0
39.3924,-84.6528,Butler,0
39.1917,-84.3341,Hamilton,0
38.9703,-83.0199,Pike,0
39.4784,-84.3902,Butler,0
40.5209,-81.0031,Carroll,0
40.2075,-84.2358,Shelby,0
41.4388,-84.2554,Henry,0
39.2508,-84.4265,Hamilton,0
41.7167,-80.8359,Ashtabula,0
40.0808,-82.7926,Franklin,0
41.4042,-81.5053,Cuyahoga,0
41.0345,-81.4412,Summit,0
40.468,-83.8939,Logan,0
41.6068,-80.5687,Ashtabula,0
39.7248,-82.9581,Pickaway,0
41.445,-81.7667,Cuyahoga,0
39.046,-82.6494,Jackson,0
41.3662,-81.5554,Cuyahoga,0
41.2537,-83.6023,Wood,0
40.5897,-82.4209,Richland,0
38.9776,-82.3374,Gallia,0
40.299,-81.8402,Coshocton,0
39.8862,-84.0243,Clark,656
41.3128,-81.8313,Cuyahoga,0
39.1591,-82.5243,Vinton,0
41.4216,-83.2211,Sandusky,0
39.6077,-83.3955,Fayette,0
39.0978,-84.2995,Clermont,0
41.5228,-82.7284,Ottawa,0
38.698,-83.1004,Scioto,0
38.8862,-83.6146,Adams,0
40.8998,-81.7329,Wayne,0
41.1634,-80.7231,Trumbull,0
39.9951,-84.4084,Miami,0
39.0812,-82.5379,Jackson,0
38.6714,-83.7705,Brown,0
39.2892,-84.3472,Hamilton,0
40.899,-80.7677,Columbiana,0
40.8064,-83.5114,Hardin,159
41.1799,-83.6702,Wood,0
40.9504,-81.2166,Stark,0
40.3791,-80.7095,Jefferson,0
40.1182,-82.1171,Muskingum,0
39.1755,-84.2275,Clermont,0
39.229,-84.322,Hamilton,0
41.5213,-81.3363,Geauga,0
41.022,-80.6156,Mahoning,0
39.1265,-82.1338,Meigs,0
39.1848,-83.9317,Brown,0
39.3448,-84.4381,Butler,0
40.7426,-84.476,Van Wert,0
39.6537,-83.3396,Fayette,0
39.4228,-84.5513,Butler,0
40.9274,-81.402,Stark,0
40.0737,-83.557,Champaign,0
39.257,-84.7883,Hamilton,0
41.4766,-81.6805,Cuyahoga,0
41.0777,-80.5904,Mahoning,0
40.3265,-80.8954,Harrison,0
40.6953,-81.7025,Wayne,0
40.3394,-84.4955,Darke,0
39.3269,-82.0988,Athens,0
39.5059,-83.1541,Ross,0
41.5243,-84.7311,Williams,0
39.4634,-82.181,Athens,0
38.8683,-83.8992,Brown,0
39.2534,-82.1679,Athens,0
41.5309,-83.2126,Ottawa,0
41.1765,-81.4344,Summit,0
39.5682,-84.8109,Preble,0
39.8107,-83.1686,Franklin,0
41.0879,-84.5832,Paulding,0
40.0573,-81.235,Guernsey,0
39.0228,-84.2185,Clermont,0
41.8276,-80.8718,Ashtabula,0
41.5172,-81.4922,Cuyahoga,0
40.2109,-81.2686,Harrison,0
40.8671,-82.3163,Ashland,0
41.5112,-81.5636,Cuyahoga,0
41.2671,-83.4268,Wood,0
38.817,-82.7282,Scioto,0
39.7888,-81.5565,Noble,0
41.3842,-81.7286,Cuyahoga,0
40.9519,-82.9414,Crawford,0
40.3267,-81.5192,Tuscarawas,0
39.0517,-84.0464,Clermont,0
39.0873,-82.2129,Meigs,0
39.4509,-84.5144,Butler,0
40.6814,-82.0217,Wayne,0
41.1392,-80.5797,Trumbull,0
41.2428,-83.4913,Wood,0
39.5245,-81.0671,Washington,0
40.5427,-81.7213,Holmes,0
41.5316,-81.41,Cuyahoga,0
39.7151,-83.8847,Greene,0
40.3308,-81.7386,Coshocton,0
39.5329,-84.0903,Warren,0
39.9378,-84.5533,Darke,0
41.2389,-80.8177,Trumbull,0
39.7467,-81.5127,Noble,0
39.2555,-84.4709,Hamilton,0
39.5237,-84.418,Butler,0
41.0294,-81.6461,Summit,0
40.1067,-83.2693,Madison,0
40.1884,-81.1965,Harrison,0
39.3612,-83.8638,Clinton,0
40.3139,-83.4458,Union,0
41.3113,-81.1429,Portage,0
39.0747,-83.3871,Highland,0
38.9984,-81.9686,Meigs,0
41.1078,-83.5144,Hancock,0
41.7476,-81.2731,Lake,0
40.6608,-81.1928,Carroll,0
38.9651,-83.7283,Brown,0
40.7084,-80.7023,Columbiana,0
41.7722,-81.053,Lake,0
39.9735,-81.3369,Guernsey,0
39.8558,-82.1424,Muskingum,0
40.8481,-84.3369,Allen,0
40.1241,-82.9205,Franklin,0
40.8623,-81.8602,Wayne,0
41.4648,-83.7043,Wood,0
38.4214,-82.5784,Lawrence,0
40.5208,-80.8851,Jefferson,0
39.1738,-83.3486,Pike,0
41.2356,-81.6418,Summit,0
39.1907,-81.7495,Athens,0
41.3805,-81.6737,Cuyahoga,0
41.0948,-82.4885,Huron,0
41.3196,-84.0353,Henry,0
41.2819,-81.2221,Portage,0
40.5321,-83.2077,Marion,0
41.052,-81.3995,Summit,0
39.5022,-83.9984,Warren,0
39.1604,-84.4534,Hamilton,0
40.6531,-81.5798,Stark,0
41.5465,-81.173,Geauga,0
41.129,-83.2869,Seneca,0
41.3909,-80.973,Trumbull,0
39.2944,-84.2634,Warren,0
40.7734,-82.3639,Ashland,0
40.1849,-81.892,Coshocton,0
38.8796,-82.3789,Gallia,0
39.4187,-82.5993,Hocking,0
39.2265,-83.2695,Ross,0
40.1142,-81.019,Belmont,0
41.1601,-83.4119,Seneca,0
39.7276,-82.7666,Fairfield,0
39.7202,-84.1734,Montgomery,0
41.2399,-81.4408,Summit,0
41.5864,-83.4929,Wood,0
41.5094,-82.9383,Ottawa,0
39.8313,-81.1646,Monroe,0
39.2124,-83.6113,Highland,0
38.7539,-82.8604,Scioto,0
41.3464,-83.7948,Wood,0
39.6062,-82.9335,Pickaway,0
40.5595,-83.8352,Hardin,0
41.4318,-81.3351,Geauga,0
41.3695,-81.815,Cuyahoga,0
39.3389,-84.2197,Warren,0
41.6596,-81.4543,Lake,0
39.9588,-82.7943,Franklin,0
40.3854,-82.4732,Knox,0
41.2536,-81.5088,Summit,0
40.0251,-82.8638,Franklin,0
39.4387,-83.8184,Clinton,0
41.7692,-80.8556,Ashtabula,0
41.0214,-81.4264,Summit,0
40.1367,-83.3416,Union,0
39.2829,-83.1596,Ross,0
39.797,-83.8256,Clark,0
39.1854,-84.3734,Hamilton,0
41.2043,-83.168,Seneca,0
40.5117,-80.6261,Jefferson,0
40.7752,-82.2596,Ashland,0
39.8056,-83.1525,Pickaway,0
40.2166,-80.8762,Jefferson,0
39.3301,-84.5405,Butler,0
39.8777,-81.9112,Muskingum,0
40.8845,-82.6577,Richland,0
40.5868,-81.6069,Tuscarawas,0
39.144,-84.3594,Hamilton,0
41.125,-83.0167,Seneca,0
40.7074,-83.9213,Allen,0
40.5456,-84.75,Mercer,0
40.7925,-82.8568,Crawford,0
41.6526,-82.8176,Ottawa,0
39.9018,-84.4958,Preble,0
41.4906,-83.8747,Lucas,0
39.5249,-84.0676,Warren,0
41.3553,-84.2177,Henry,0
39.6719,-80.8741,Monroe,0
40.0638,-81.0695,Belmont,0
41.3895,-80.737,Trumbull,0
39.8249,-83.6415,Clark,0
39.7639,-82.4488,Fairfield,0
41.0289,-82.3046,Ashland,0
40.3385,-82.0708,Coshocton,0
38.4099,-82.5283,Lawrence,0
41.4415,-81.4743,Cuyahoga,0
41.3001,-80.8498,Trumbull,0
41.4559,-82.0912,Lorain,0
39.5097,-82.1678,Hocking,0
41.1641,-81.5206,Summit,0
40.2701,-80.6318,Jefferson,0
39.9886,-83.9443,Clark,0
41.0994,-80.6463,Mahoning,0
40.0147,-83.8385,Clark,0
39.6502,-82.7424,Fairfield,0
39.4337,-84.7611,Butler,0
39.7473,-83.8107,Greene,0
41.039,-80.5463,Mahoning,0
41.0932,-80.7405,Mahoning,0
39.8432,-82.8121,Fairfield,0
41.1094,-83.9676,Putnam,0
40.0758,-80.792,Belmont,0
39.8881,-84.0394,Clark,0
38.5599,-82.7274,Lawrence,0
41.3117,-81.5682,Summit,0
39.0711,-84.3389,Hamilton,0
40.7547,-80.9355,Columbiana,0
40.2141,-84.6344,Darke,0
40.2198,-82.0651,Coshocton,0
41.5175,-81.4534,Cuyahoga,0
38.5901,-82.2912,Gallia,0
41.3221,-81.4451,Summit,0
39.9793,-83.0409,Franklin,0
39.2815,-83.9105,Clinton,0
41.52,-83.3616,Ottawa,0
39.8889,-82.768,Fairfield,0
41.2298,-80.5273,Trumbull,0
39.4248,-84.2139,Warren,0
39.8066,-82.0756,Muskingum,0
40.4208,-84.6326,Mercer,0
41.4472,-82.7009,Erie,0
41.2088,-80.7781,Trumbull,0
40.2051,-81.7182,Coshocton,0
40.7095,-83.8439,Hardin,0
40.3467,-82.6302,Knox,0
40.5804,-81.09,Carroll,0
41.2395,-81.6551,Summit,0
39.8076,-81.4692,Noble,0
41.5239,-81.5245,Cuyahoga,0
40.4784,-82.5486,Knox,0
41.4321,-81.3887,Cuyahoga,0
41.6033,-82.7029,Erie,0
41.5904,-81.5188,Cuyahoga,0
41.3426,-81.5286,Summit,0
39.4359,-81.9115,Athens,0
41.1759,-80.9864,Trumbull,0
39.7359,-82.0779,Perry,0
39.2295,-84.4814,Hamilton,0
40.1173,-84.3512,Miami,0
39.3553,-84.5283,Butler,0
39.1256,-82.9836,Pike,0
39.9567,-82.0133,Muskingum,0
40.8135,-83.4194,Wyandot,0
41.2806,-84.3663,Defiance,0
41.4485,-82.0187,Lorain,0
40.8986,-83.5569,Hancock,0
40.7897,-80.6275,Columbiana,0
40.0792,-80.8998,Belmont,0
38.6773,-82.1915,Gallia,0
40.9107,-81.1189,Stark,0
39.9303,-84.5091,Darke,0
40.7529,-81.4684,Stark,0
39.3254,-82.2166,Athens,0
39.9039,-84.4009,Montgomery,0
39.2576,-84.6016,Hamilton,0
41.253,-82.4028,Huron,0
39.1814,-84.0885,Clermont,0
41.0209,-81.8671,Medina,0
41.5733,-83.3643,Ottawa,0
39.9355,-82.4826,Licking,0
39.1063,-84.3703,Hamilton,0
39.2037,-84.3975,Hamilton,0
39.2607,-81.7019,Washington,0
39.3576,-84.4213,Butler,0
39.4809,-84.4188,Butler,0
40.9126,-80.5303,Mahoning,0
38.8411,-82.1495,Gallia,0
39.3287,-82.6921,Vinton,0
41.5836,-83.8909,Fulton,0
40.519,-82.092,Holmes,0
38.9463,-83.4094,Adams,0
39.5824,-83.1208,Pickaway,0
39.2339,-84.5474,Hamilton,0
40.3421,-80.818,Jefferson,0
41.724,-81.2536,Lake,0
40.9764,-81.9,Wayne,0
41.1387,-80.766,Trumbull,0
39.6239,-83.2642,Fayette,0
39.5153,-84.6094,Butler,0
41.5534,-84.1406,Fulton,0
38.5615,-82.5774,Lawrence,0
39.2033,-84.4283,Hamilton,0
41.127,-81.6212,Summit,0
40.1711,-82.4179,Licking,0
39.0703,-83.6619,Highland,0
41.2443,-82.6088,Huron,0
41.4094,-81.5625,Cuyahoga,0
40.7709,-82.6107,Richland,0
38.8929,-81.924,Meigs,0
40.985,-84.1951,Putnam,0
40.7307,-81.1023,Stark,0
40.6338,-82.2342,Ashland,0
39.5793,-82.2343,Perry,0
40.8613,-83.4649,Wyandot,0
39.8031,-84.0141,Greene,0
40.3997,-81.558,Tuscarawas,0
40.6814,-84.1487,Allen,0
41.2056,-81.1476,Portage,0
40.0725,-82.3091,Licking,0
39.2824,-84.4069,Hamilton,0
39.55,-81.6362,Washington,0
40.0216,-84.6625,Darke,0
41.6814,-83.7422,Lucas,0
39.6049,-82.8235,Fairfield,0
41.3439,-82.7871,Erie,0
39.2756,-84.6897,Hamilton,0
40.9737,-81.7845,Wayne,0
39.3195,-84.3316,Warren,0
39.9637,-84.4149,Miami,0
41.116,-80.9828,Mahoning,0
41.0266,-81.1621,Portage,0
40.6759,-80.8876,Columbiana,0
41.19,-83.7844,Wood,0
39.6608,-81.067,Monroe,0
39.0765,-82.3271,Vinton,0
40.9517,-83.1709,Wyandot,0
40.8482,-81.7747,Wayne,0
39.2466,-82.4787,Vinton,0
40.222,-82.8802,Delaware,0
