经度,纬度,名称,数量
41.4604,-81.0734,Geauga,0
39.8625,-80.8098,Belmont,0
39.8587,-82.8976,Franklin,0
39.2787,-84.1119,Warren,0
40.1996,-84.7943,Darke,0
41.6689,-84.1522,Fulton,0
40.6042,-80.655,Columbiana,0
39.502,-82.2427,Hocking,0
39.2171,-84.7095,Hamilton,0
39.9362,-81.6704,Guernsey,0
39.6063,-82.2046,Perry,0
39.2067,-84.3745,Hamilton,0
40.1845,-80.9948,Harrison,0
39.3256,-83.6937,Clinton,0
39.2669,-84.5191,Hamilton,0
41.378,-81.6385,Cuyahoga,0
41.3606,-81.4728,Cuyahoga,0
39.1241,-84.3514,Hamilton,0
39.7631,-81.1168,Monroe,0
39.4934,-84.3363,Butler,0
39.9735,-81.5459,Guernsey,0
40.7045,-81.579,Stark,0
39.744,-84.3943,Montgomery,0
40.2951,-84.3692,Shelby,0
40.984,-81.1483,Stark,0
40.6771,-81.8693,Wayne,0
39.6374,-84.6445,Preble,0
40.9196,-80.9963,Mahoning,0
40.3412,-83.4121,Union,0
39.8387,-83.2891,Madison,0
40.3943,-82.6995,Morrow,0
41.3118,-81.345,Portage,0
40.2644,-80.998,Harrison,0
40.6915,-84.6502,Mercer,0
40.2387,-82.6924,Licking,0
40.069,-80.781,Belmont,0
40.7079,-84.3526,Allen,0
39.0628,-84.2808,Clermont,0
40.1508,-81.5758,Guernsey,0
40.6437,-83.3058,Marion,0
41.1887,-80.9702,Trumbull,0
38.7539,-82.9446,Scioto,0
39.4807,-82.3238,Hocking,0
39.628,-82.5455,Fairfield,0
38.7455,-83.6103,Adams,0
39.7162,-82.9928,Pickaway,0
39.0319,-82.8252,Pike,0
39.2308,-84.7442,Hamilton,0
39.9173,-82.8319,Franklin,0
39.9012,-81.1368,Belmont,0
41.1167,-83.18,Seneca,0
41.2846,-83.8438,Wood,0
40.7655,-82.5276,Richland,0
39.2909,-84.476,Hamilton,0
39.6325,-84.3645,Montgomery,0
40.4584,-80.6074,Jefferson,0
40.0528,-84.1285,Miami,0
40.4892,-84.5497,Mercer,0
41.161,-82.2268,Lorain,0
39.1922,-84.6593,Hamilton,0
39.3845,-84.3736,Butler,0
40.5255,-80.6315,Jefferson,0
41.2483,-80.7444,Trumbull,0
39.3617,-84.6961,Butler,0
40.2851,-82.2837,Knox,0
39.5634,-84.6396,Butler,0
38.9578,-82.8574,Pike,0
41.2966,-83.664,Wood,0
40.9063,-82.769,Crawford,0
39.745,-84.5361,Preble,0
40.788,-83.643,Hardin,0
40.3163,-83.6759,Logan,0
40.4424,-83.8044,Logan,0
41.1388,-83.6493,Hancock,0
39.084,-84.2252,Clermont,0
41.2083,-80.5378,Trumbull,0
40.9736,-81.4045,Stark,0
39.1242,-84.1366,Clermont,0
41.3813,-82.4659,Erie,0
40.337,-84.6436,Darke,0
41.5326,-81.1157,Geauga,0
41.4525,-83.4839,Wood,0
39.8595,-84.113,Montgomery,0
40.4497,-81.3679,Tuscarawas,0
41.3134,-81.9813,Lorain,0
39.7374,-83.6127,Madison,0
39.6787,-84.4275,Montgomery,0
38.937,-83.5753,Adams,0
40.3252,-84.495,Darke,0
40.5475,-84.3931,Auglaize,0
39.041,-82.1279,Meigs,0
40.4945,-81.2441,Carroll,0
40.555,-81.1992,Carroll,0
41.2744,-82.8396,Huron,0
39.5383,-84.5034,Butler,0
40.4276,-83.2955,Union,0
39.3017,-83.3396,Ross,0
41.6803,-80.6673,Ashtabula,0
39.9532,-83.1314,Franklin,0
39.6266,-80.9059,Monroe,0
40.1985,-80.7757,Jefferson,0
40.1503,-83.2371,Union,0
40.353,-84.6426,Mercer,0
41.5695,-83.6635,Lucas,0
40.2916,-80.675,Jefferson,0
39.0501,-83.0566,Pike,0
41.2572,-83.0532,Sandusky,0
40.7486,-81.8334,Wayne,0
39.3563,-84.3034,Warren,0
39.9857,-83.0614,Franklin,0
39.1632,-84.7463,Hamilton,0
40.9569,-83.785,Hancock,0
39.9604,-83.2243,Franklin,0
40.6673,-82.0952,Holmes,0
41.3864,-81.4401,Cuyahoga,0
39.8672,-83.9453,Clark,0
39.2815,-81.5971,Washington,0
38.9502,-82.1131,Gallia,0
39.3553,-84.3902,Butler,0
39.1711,-84.4956,Hamilton,0
39.9438,-82.2517,Licking,0
39.7644,-82.4304,Fairfield,0
41.0514,-83.0137,Seneca,0
39.8393,-84.4176,Montgomery,0
40.1042,-84.6209,Darke,0
40.1737,-83.5278,Champaign,0
40.7011,-83.3923,Wyandot,0
38.919,-83.9854,Brown,0
39.3153,-82.4663,Vinton,0
39.4859,-84.5523,Butler,0
41.4419,-81.853,Cuyahoga,0
41.1623,-81.3142,Portage,0
39.7798,-84.1999,Montgomery,0
40.4695,-82.194,Knox,0
39.1908,-84.2198,Clermont,0
39.5595,-84.1868,Warren,0
39.9348,-81.4594,Guernsey,0
39.9541,-82.688,Licking,0
38.989,-82.5449,Jackson,0
38.7934,-84.1373,Clermont,0
40.1315,-84.4295,Miami,0
40.4598,-83.0847,Marion,0
40.4031,-80.6241,Jefferson,0
40.5728,-80.7259,Jefferson,0
41.3204,-82.4904,Erie,0
39.3439,-83.6001,Highland,0
41.7084,-83.8384,Lucas,0
39.3334,-82.1832,Athens,0
39.1502,-84.6792,Hamilton,0
40.1157,-84.4966,Darke,0
39.9644,-82.4898,Licking,0
40.0247,-82.6472,Licking,0
39.5881,-84.5597,Preble,0
41.5075,-83.5093,Wood,0
39.9832,-81.4601,Guernsey,0
41.3232,-83.6468,Wood,0
39.5862,-82.5262,Hocking,0
40.3083,-81.188,Harrison,0
41.4103,-82.3214,Erie,0
41.3318,-80.7192,Trumbull,0
39.9971,-83.777,Clark,0
41.8003,-80.9461,Ashtabula,0
39.9682,-82.8833,Franklin,0
39.3153,-84.277,Warren,0
39.9607,-83.4878,Madison,0
39.4762,-82.0799,Athens,0
41.2441,-83.2338,Seneca,0
39.0871,-84.6177,Hamilton,0
39.8508,-84.5434,Preble,0
39.8459,-82.6048,Fairfield,0
39.308,-81.8974,Athens,0
40.454,-83.1848,Marion,0
41.1673,-80.6961,Trumbull,0
41.5884,-84.4308,Williams,0
40.4759,-81.348,Tuscarawas,0
41.5873,-81.4332,Lake,0
40.0565,-84.0253,Champaign,0
38.2529,-83.3185,Rowan,1000
38.2907,-85.6333,Jefferson,0
37.2245,-83.2752,Perry,0
37.8312,-86.6304,Breckinridge,56
36.5892,-88.4381,Calloway,146
37.5589,-86.7728,Ohio,0
37.451,-82.7994,Floyd,0
38.1193,-83.6156,Bath,0
38.3355,-85.4839,Oldham,366
37.5584,-87.8909,Union,0
38.2204,-84.4699,Scott,0
36.9321,-84.1004,Whitley,1370
37.1737,-87.6885,Hopkins,0
39.0338,-84.5675,Kenton,0
37.1745,-84.6329,Pulaski,0
38.9251,-84.5133,Kenton,0
38.6708,-84.3311,Pendleton,0
37.6119,-82.7291,Floyd,0
37.1231,-87.2125,Muhlenberg,420
36.7012,-85.6927,Monroe,0
38.9472,-84.6731,Boone,0
38.2219,-85.6726,Jefferson,0
37.4807,-82.0632,Pike,0
37.9366,-85.9915,Meade,0
38.2054,-85.5702,Jefferson,0
37.4215,-83.4585,Breathitt,351
39.0092,-84.4987,Kenton,0
36.8051,-85.0683,Clinton,0
37.9734,-83.0488,Morgan,0
37.0329,-83.1724,Perry,0
37.8193,-85.9358,Hardin,0
36.8155,-83.4045,Harlan,2000
38.2831,-85.5727,Jefferson,0
36.8274,-83.4148,Harlan,0
36.7878,-83.2284,Harlan,0
36.5603,-88.5692,Graves,301
38.249,-85.5747,Jefferson,0
37.9059,-83.9691,Powell,0
37.0042,-84.649,Pulaski,0
37.8996,-85.2196,Nelson,0
37.9459,-82.6735,Lawrence,0
37.4662,-87.7342,Webster,0
37.4376,-82.1107,Pike,0
36.954,-83.3907,Leslie,244
36.9841,-85.6187,Metcalfe,24
36.8756,-85.6519,Metcalfe,0
38.2126,-83.6341,Fleming,0
37.01,-87.2425,Todd,25
37.1638,-82.7493,Letcher,0
37.5319,-85.8947,Hardin,0
38.278,-85.5926,Jefferson,0
37.0846,-88.8827,Ballard,8
38.5426,-84.2366,Harrison,0
37.4256,-85.3689,Taylor,0
37.4793,-83.5077,Breathitt,0
38.2434,-85.5647,Jefferson,0
37.867,-83.3452,Morgan,0
37.8365,-86.0655,Meade,0
38.0014,-84.1908,Clark,0
37.8301,-83.5166,Wolfe,134
37.5668,-85.7353,Larue,29
36.9725,-86.4371,Warren,0
38.2728,-85.58,Jefferson,0
37.6167,-84.4094,Garrard,169
36.5942,-83.8774,Bell,0
39.0223,-84.7216,Boone,0
36.8353,-83.7598,Knox,0
38.1795,-82.8713,Lawrence,0
37.0815,-84.6089,Pulaski,0
37.12,-87.4875,Christian,0
38.6098,-85.0681,Carroll,0
38.0929,-85.7467,Jefferson,0
38.6818,-84.0666,Bracken,156
38.7326,-84.5966,Grant,0
37.5751,-83.9735,Jackson,0
37.4551,-84.9875,Casey,236
36.6899,-88.7123,Graves,0
37.8512,-87.3542,Henderson,0
37.0629,-84.5921,Pulaski,0
39.0401,-84.4815,Campbell,0
37.8823,-83.0491,Morgan,0
37.7209,-87.4864,Henderson,0
37.4401,-82.6288,Floyd,0
37.0512,-89.0444,Ballard,0
38.2892,-85.6132,Jefferson,0
38.3354,-82.7816,Boyd,0
36.9081,-88.8869,Carlisle,0
37.1803,-85.3197,Adair,166
37.2903,-85.7672,Hart,0
37.5156,-85.2625,Marion,0
38.2702,-85.6378,Jefferson,0
38.5205,-84.3836,Harrison,0
36.9551,-87.709,Trigg,42
37.1036,-85.3074,Adair,0
36.867,-88.4656,Marshall,0
37.3704,-82.6727,Floyd,0
38.3867,-85.4503,Oldham,0
38.8122,-84.6649,Boone,0
37.3254,-82.3274,Pike,0
37.4044,-86.8742,Ohio,0
39.0812,-84.6461,Boone,0
39.0802,-84.4518,Campbell,0
37.0759,-88.0769,Lyon,0
37.6356,-85.6041,Larue,0
37.7355,-85.0701,Washington,0
38.6134,-84.9769,Owen,0
38.3318,-82.9371,Carter,0
38.1059,-84.5255,Fayette,0
39.0514,-84.5198,Kenton,0
37.9554,-83.4596,Menifee,54
38.1425,-84.1101,Bourbon,270
36.7396,-88.2956,Calloway,0
37.2399,-87.4674,Hopkins,0
38.4623,-85.3036,Henry,0
37.4502,-85.74,Larue,0
38.2951,-85.6382,Jefferson,0
37.724,-84.2928,Madison,0
37.3993,-87.7509,Webster,0
38.1662,-85.6488,Jefferson,0
37.1587,-84.4799,Pulaski,0
38.0952,-85.6125,Jefferson,0
36.9824,-82.9919,Harlan,0
38.6549,-84.9466,Carroll,0
36.7596,-89.102,Hickman,0
37.8564,-87.4167,Henderson,0
38.8646,-84.6121,Boone,0
38.241,-85.5215,Jefferson,0
37.7892,-86.9805,Daviess,387
36.6484,-87.1738,Todd,0
37.8806,-82.8382,Johnson,0
37.7015,-83.1516,Magoffin,291
36.8023,-87.0669,Todd,0
37.6969,-83.9685,Estill,0
37.5855,-84.7903,Boyle,574
37.6042,-87.7103,Webster,0
36.8531,-83.1538,Harlan,0
36.95,-86.7419,Logan,0
38.7252,-84.8239,Gallatin,0
38.1436,-85.6315,Jefferson,0
36.8388,-87.4789,Christian,0
37.0503,-86.2083,Warren,0
36.7523,-87.015,Logan,0
39.0012,-84.6577,Boone,0
38.354,-83.2524,Lewis,0
37.9161,-83.2668,Morgan,0
37.224,-82.8563,Letcher,0
37.5619,-82.1514,Pike,0
38.2934,-85.5906,Jefferson,0
37.8787,-84.6545,Jessamine,1391
38.3144,-85.5264,Jefferson,0
38.4233,-84.8728,Owen,0
37.8462,-84.4305,Madison,0
37.2085,-88.0604,Caldwell,0
37.5541,-82.6262,Floyd,0
38.302,-83.8866,Nicholas,0
37.5685,-85.258,Marion,0
37.1851,-83.4288,Leslie,0
38.4442,-83.4905,Lewis,0
37.9081,-83.1021,Morgan,0
37.4027,-84.4144,Rockcastle,758
37.8093,-83.1541,Magoffin,0
37.6965,-84.9097,Mercer,0
37.972,-84.7563,Woodford,305
36.8067,-85.8208,Monroe,0
38.3604,-83.8391,Fleming,0
37.4919,-87.1342,McLean,0
37.7901,-83.2741,Morgan,0
36.7337,-87.5653,Christian,0
37.5411,-87.2595,McLean,0
37.1183,-82.8231,Letcher,0
37.1714,-85.912,Hart,0
37.6028,-87.1126,Daviess,0
39.1067,-84.7277,Boone,0
37.459,-82.734,Floyd,0
37.0048,-85.9264,Barren,483
36.8061,-83.642,Bell,0
37.186,-87.4555,Hopkins,0
36.8645,-83.1927,Harlan,0
37.5091,-82.1605,Pike,0
38.2015,-83.9279,Bath,0
37.6967,-87.2869,Daviess,0
37.8962,-86.7561,Hancock,0
37.2198,-88.1411,Crittenden,65
38.3228,-84.8955,Franklin,0
37.4506,-86.893,Ohio,0
37.7898,-83.0018,Magoffin,0
36.6648,-84.4395,McCreary,399
37.14,-85.9647,Barren,0
38.9701,-84.4607,Kenton,0
36.8829,-88.7706,Graves,0
39.0459,-84.5562,Kenton,0
36.8917,-86.0375,Barren,0
37.5962,-83.1971,Breathitt,0
38.4949,-82.6911,Greenup,582
37.6304,-82.5468,Pike,0
37.3461,-83.4697,Perry,0
37.5668,-82.7603,Floyd,0
36.9706,-87.4769,Christian,0
36.5767,-88.9353,Fulton,0
37.3479,-83.3563,Perry,0
37.977,-84.4966,Fayette,0
37.0037,-84.161,Laurel,0
37.0477,-87.4842,Christian,0
38.879,-84.6944,Boone,0
37.4559,-86.6767,Ohio,0
37.7502,-85.9703,Hardin,0
38.2555,-85.6295,Jefferson,0
36.9658,-89.0822,Ballard,0
39.0855,-84.4868,Campbell,0
36.8529,-83.1166,Harlan,0
37.453,-84.7579,Lincoln,0
38.2857,-85.6362,Jefferson,0
37.1464,-83.7635,Clay,0
38.219,-85.6836,Jefferson,0
37.4626,-85.899,Hardin,0
38.2547,-85.6412,Jefferson,0
36.7904,-89.0132,Carlisle,0
37.497,-82.3504,Pike,0
38.0562,-85.1511,Spencer,0
37.1223,-85.4075,Adair,0
36.8669,-83.8854,Knox,0
39.0334,-84.5166,Kenton,0
37.5132,-87.6961,Webster,0
38.6398,-84.7755,Grant,0
36.6818,-84.0263,Whitley,0
37.3795,-85.753,Hart,0
37.0753,-86.9951,Muhlenberg,0
38.3864,-85.2566,Henry,0
38.6798,-84.6009,Grant,0
38.2466,-85.6465,Jefferson,0
37.7094,-87.8145,Union,0
37.6194,-82.2684,Pike,0
37.6622,-85.9524,Hardin,0
37.929,-84.4422,Fayette,0
37.2456,-88.3589,Livingston,0
38.4467,-83.6402,Fleming,0
38.2981,-85.5873,Jefferson,0
36.8404,-84.8506,Wayne,0
38.0645,-85.7146,Bullitt,855
38.1536,-84.6784,Woodford,0
38.0776,-82.8377,Lawrence,0
38.7224,-82.9647,Greenup,0
37.005,-88.233,Livingston,0
37.997,-83.8925,Montgomery,0
37.2373,-83.5335,Clay,0
38.68,-85.1656,Carroll,0
38.0717,-84.3185,Fayette,0
37.7655,-84.8474,Mercer,0
38.2945,-84.4183,Harrison,0
38.4027,-85.5825,Oldham,0
37.9841,-85.7007,Bullitt,0
36.8174,-88.6484,Graves,0
37.8584,-83.2021,Morgan,0
37.0465,-84.5922,Pulaski,0
37.5193,-84.1974,Jackson,0
38.4123,-84.7461,Owen,0
38.5376,-82.7343,Greenup,0
37.2296,-83.1709,Perry,0
38.7723,-84.0002,Bracken,0
37.7732,-87.9318,Union,0
37.7212,-87.1808,Daviess,0
37.1923,-84.1209,Laurel,0
37.5945,-87.1934,McLean,0
37.4178,-86.9959,Ohio,0
36.9672,-88.8336,Ballard,0
36.7023,-84.1418,Whitley,0
37.4565,-85.26,Marion,0
36.7595,-83.4711,Harlan,0
38.5656,-83.0463,Greenup,0
37.0026,-83.398,Leslie,0
37.2795,-85.8982,Hart,0
37.0594,-88.1149,Lyon,0
38.302,-85.6519,Jefferson,0
38.2832,-85.613,Jefferson,0
36.565,-89.1836,Fulton,0
36.9728,-88.612,McCracken,497
38.5737,-83.4332,Lewis,0
38.0212,-86.4639,Breckinridge,0
36.8134,-87.161,Todd,0
38.5209,-82.7195,Greenup,0
37.8358,-85.7243,Bullitt,0
38.1924,-84.8644,Franklin,0
37.8234,-87.2439,Daviess,0
37.6776,-83.0374,Magoffin,0
37.4156,-84.1919,Rockcastle,0
37.3358,-87.1401,Muhlenberg,0
38.2118,-82.8971,Carter,0
36.8942,-86.5094,Warren,0
37.3206,-84.9286,Casey,0
37.16,-87.0283,Muhlenberg,0
39.0533,-84.8574,Boone,0
37.7574,-87.1181,Daviess,0
36.995,-85.0683,Russell,0
37.1008,-85.8149,Barren,0
37.2192,-84.4694,Pulaski,0
39.0248,-84.5694,Kenton,0
38.3041,-84.145,Bourbon,0
38.2955,-85.5856,Jefferson,0
38.2272,-85.6772,Jefferson,0
37.7393,-83.333,Wolfe,0
37.8475,-83.8572,Powell,0
38.9098,-84.5797,Kenton,0
38.6256,-83.598,Lewis,0
38.2664,-85.6533,Jefferson,0
36.7526,-83.7065,Bell,0
38.2634,-83.4355,Rowan,0
36.6673,-85.2177,Clinton,0
36.6422,-88.7396,Graves,0
37.8481,-85.4727,Nelson,0
37.1386,-88.4038,Livingston,0
37.4903,-87.502,Webster,0
38.7426,-84.2249,Bracken,0
37.664,-84.4663,Garrard,0
36.7351,-83.4244,Harlan,0
37.2934,-86.8819,Ohio,0
36.7159,-87.0669,Todd,0
38.6806,-85.1931,Carroll,0
37.5081,-85.6992,Larue,0
37.3443,-85.3502,Taylor,0
38.2217,-85.6172,Jefferson,0
36.6664,-88.9938,Hickman,0
37.7838,-85.6804,Nelson,0
38.002,-84.3158,Clark,0
36.7509,-86.7347,Simpson,0
38.1526,-85.6244,Jefferson,0
36.7254,-83.843,Knox,0
36.7712,-84.8613,Wayne,0
37.8242,-85.0341,Washington,0
37.64,-87.225,Daviess,0
38.137,-85.0744,Shelby,0
37.2684,-83.2148,Perry,0
38.152,-83.5044,Rowan,0
36.9211,-88.5227,Graves,0
37.2799,-84.6541,Pulaski,0
37.2754,-87.5066,Hopkins,0
38.189,-85.6865,Jefferson,0
37.2093,-86.8921,Butler,0
36.9862,-87.9361,Lyon,0
37.9343,-82.8874,Johnson,0
37.3392,-82.7186,Floyd,0
38.7054,-83.9191,Mason,0
39.013,-84.4349,Campbell,0
38.3509,-83.9533,Nicholas,0
37.5606,-85.4311,Marion,0
39.0355,-84.4567,Campbell,0
38.178,-85.6931,Jefferson,0
37.7755,-86.4536,Breckinridge,0
36.9448,-85.2544,Adair,0
38.205,-85.727,Jefferson,0
37.4166,-87.4786,Hopkins,0
38.1028,-86.3897,Meade,0
37.2762,-88.0839,Crittenden,0
37.0359,-88.567,McCracken,0
37.6067,-86.425,Breckinridge,0
37.4937,-86.226,Grayson,0
38.0488,-84.7312,Woodford,0
37.8131,-83.9166,Powell,0
38.4167,-83.8243,Fleming,0
38.2914,-85.5701,Jefferson,0
37.5689,-86.0811,Hardin,0
37.3951,-83.9402,Jackson,0
38.1791,-85.7112,Jefferson,0
37.114,-85.2522,Adair,0
37.4893,-87.8612,Webster,0
37.8131,-85.9827,Hardin,0
38.1879,-83.0188,Elliott,203
37.1335,-82.773,Letcher,0
37.2161,-83.0609,Perry,0
38.6876,-83.4915,Lewis,0
38.2608,-85.6594,Jefferson,0
37.0509,-85.0774,Russell,0
36.8642,-86.7145,Logan,0
38.4404,-82.8982,Greenup,0
37.475,-84.8161,Lincoln,0
38.059,-86.428,Meade,0
37.0051,-83.9702,Laurel,0
36.9653,-82.9548,Harlan,0
38.7754,-84.6137,Grant,0
37.67,-87.1211,Daviess,0
38.2968,-85.6108,Jefferson,0
38.2884,-85.6256,Jefferson,0
36.6659,-83.6519,Bell,0
37.8921,-83.4446,Morgan,0
38.0599,-85.68,Bullitt,0
36.8837,-85.7098,Metcalfe,0
36.6691,-88.5277,Graves,0
38.3511,-85.1122,Shelby,0
37.3165,-82.5829,Pike,0
37.6279,-85.5067,Nelson,0
37.3467,-84.8247,Casey,0
36.8929,-83.6021,Bell,0
38.4912,-84.3483,Harrison,0
37.642,-84.7767,Boyle,0
38.3123,-85.1133,Shelby,0
37.1447,-88.9418,Ballard,0
36.9649,-84.0973,Laurel,0
38.4573,-84.5294,Harrison,0
37.1573,-87.9745,Caldwell,0
37.0346,-88.6437,McCracken,0
39.0091,-84.5604,Kenton,0
38.2238,-85.6216,Jefferson,0
38.089,-84.935,Anderson,0
37.5056,-84.8133,Lincoln,0
38.1906,-83.4466,Rowan,0
39.0109,-84.5863,Kenton,0
37.0634,-85.4225,Adair,0
38.372,-85.604,Oldham,0
38.2976,-85.5806,Jefferson,0
37.5318,-82.7907,Floyd,0
38.969,-84.6158,Boone,0
38.2984,-84.8124,Franklin,0
37.784,-84.6169,Jessamine,0
37.3165,-85.2852,Taylor,0
38.2689,-85.6708,Jefferson,0
37.6494,-84.9513,Boyle,0
37.1864,-85.6077,Green,0
36.7652,-88.3023,Marshall,0
37.2428,-85.1894,Adair,0
37.2895,-86.2847,Edmonson,107
38.2468,-85.5612,Jefferson,0
36.8519,-88.3584,Marshall,0
39.0905,-84.5497,Kenton,0
37.0867,-88.7901,McCracken,0
37.5176,-84.3166,Rockcastle,0
37.6831,-86.8697,Daviess,0
36.6438,-88.6049,Graves,0
37.4627,-84.5067,Lincoln,0
37.604,-87.5187,Webster,0
37.4862,-84.0905,Jackson,0
37.6615,-83.2688,Breathitt,0
38.6534,-82.8752,Greenup,0
36.7226,-87.2631,Todd,0
38.9239,-84.8503,Boone,0
37.2751,-82.6874,Pike,0
37.8709,-87.4625,Henderson,0
37.6504,-84.2416,Madison,0
37.7973,-84.1977,Madison,0
37.5384,-82.256,Pike,0
37.9302,-86.1765,Meade,0
38.1273,-84.4502,Fayette,0
37.4943,-85.1483,Marion,0
37.6226,-84.3002,Madison,0
38.5508,-82.7349,Greenup,0
36.7956,-86.2961,Allen,0
36.8527,-83.3506,Harlan,0
37.3187,-88.3078,Livingston,0
37.0537,-82.7915,Letcher,0
38.342,-84.3077,Harrison,0
38.2015,-84.2717,Bourbon,0
37.6276,-83.4135,Breathitt,0
37.6534,-86.5411,Breckinridge,0
37.8169,-82.8068,Johnson,0
36.8876,-84.8027,Wayne,0
38.0784,-85.6933,Bullitt,0
38.2615,-85.6305,Jefferson,0
38.0501,-85.6682,Bullitt,0
37.6633,-82.2879,Pike,0
37.0667,-85.1058,Russell,0
37.2001,-85.01,Casey,0
37.8402,-87.5786,Henderson,0
36.9441,-88.9646,Ballard,0
37.416,-87.2678,McLean,0
38.5765,-83.646,Mason,0
38.2644,-85.5891,Jefferson,0
36.671,-86.8561,Logan,0
37.2714,-87.6842,Hopkins,0
38.2733,-85.6177,Jefferson,0
36.6084,-83.7166,Bell,0
38.3005,-85.6249,Jefferson,0
37.6718,-87.0511,Daviess,0
37.2173,-86.7001,Butler,0
36.5577,-89.0349,Fulton,0
38.5955,-85.3174,Trimble,0
36.927,-86.9386,Logan,0
37.0711,-88.6435,McCracken,0
36.7359,-83.2593,Harlan,0
38.137,-84.8219,Woodford,0
36.7253,-88.8023,Graves,0
38.0423,-84.4587,Fayette,0
37.2701,-83.6496,Clay,0
36.6403,-88.3967,Calloway,0
38.1537,-85.3127,Shelby,0
38.8902,-84.2484,Campbell,0
36.6631,-84.3302,McCreary,0
36.9037,-88.3236,Marshall,0
36.6686,-87.4216,Christian,0
38.2158,-85.5837,Jefferson,0
36.8308,-84.1131,Whitley,0
37.9434,-84.6419,Jessamine,0
38.0981,-83.6957,Bath,0
38.2782,-85.5748,Jefferson,0
37.5579,-87.4371,Webster,0
38.3017,-84.2724,Bourbon,0
36.9287,-87.2172,Todd,0
37.4975,-87.9453,Union,0
37.2093,-83.1395,Perry,0
36.8352,-83.8414,Knox,0
38.9162,-84.4491,Kenton,0
37.7848,-85.7738,Hardin,0
37.3321,-88.0795,Crittenden,0
37.3359,-86.9909,Ohio,0
38.0829,-83.2918,Morgan,0
38.9387,-84.4691,Kenton,0
38.2059,-85.2306,Shelby,0
37.7523,-86.8136,Hancock,0
37.1704,-87.3797,Hopkins,0
38.2629,-85.6659,Jefferson,0
37.2493,-83.8213,Clay,0
36.904,-83.0688,Harlan,0
37.5589,-83.3782,Breathitt,0
37.7353,-83.5473,Wolfe,0
38.6969,-84.9073,Gallatin,0
37.4957,-83.0941,Knott,548
36.9687,-88.4584,Marshall,0
37.8914,-84.5665,Jessamine,0
38.6415,-84.5676,Grant,0
37.6217,-88.0556,Union,0
37.2374,-87.1588,Muhlenberg,0
37.0336,-88.6858,McCracken,0
38.7876,-84.372,Pendleton,0
37.1831,-82.6302,Letcher,0
37.557,-83.4268,Breathitt,0
37.782,-86.7189,Hancock,0
37.6398,-88.0131,Union,0
36.6337,-84.1099,Whitley,0
38.3082,-85.5414,Jefferson,0
38.0354,-85.3429,Spencer,0
38.5386,-84.8408,Owen,0
37.3265,-85.543,Green,0
36.7767,-88.1442,Marshall,0
37.3776,-85.9011,Hart,0
37.5723,-85.5919,Nelson,0
38.3163,-85.6137,Jefferson,0
37.6984,-85.9664,Hardin,0
37.1562,-84.1947,Laurel,0
38.2649,-85.6617,Jefferson,0
37.8622,-83.9275,Powell,0
39.0776,-84.7949,Boone,0
38.2986,-85.6009,Jefferson,0
36.8696,-87.8045,Trigg,0
38.1364,-83.7603,Bath,0
37.075,-88.9749,Ballard,0
37.4679,-84.1894,Jackson,0
37.6352,-85.3988,Marion,0
36.8792,-87.6638,Christian,0
37.4523,-86.7374,Ohio,0
38.2697,-84.683,Scott,0
38.1751,-82.6735,Lawrence,0
36.5145,-88.8818,Fulton,0
37.6412,-83.0502,Magoffin,0
37.931,-86.9026,Hancock,0
37.2567,-84.8819,Casey,0
37.09,-86.665,Butler,0
37.9542,-83.6226,Menifee,0
38.046,-85.6911,Bullitt,0
37.6356,-86.7171,Ohio,0
37.8779,-86.2846,Breckinridge,0
37.8092,-85.1208,Washington,0
37.1048,-86.4708,Warren,0
37.2539,-86.6817,Butler,0
37.5709,-87.1044,Daviess,0
36.6781,-84.1284,Whitley,0
38.3162,-84.0334,Nicholas,0
38.3988,-85.375,Oldham,0
38.5317,-84.0358,Robertson,0
37.3832,-87.6415,Hopkins,0
37.4763,-87.8203,Webster,0
38.064,-86.2939,Meade,0
38.9751,-84.3016,Campbell,0
38.304,-85.5946,Jefferson,0
36.9903,-87.7789,Caldwell,0
37.3542,-86.1222,Grayson,0
37.3794,-86.9226,Ohio,0
37.7951,-83.7041,Powell,0
36.8581,-83.2681,Harlan,0
37.0787,-83.1116,Perry,0
37.5595,-85.0988,Marion,0
37.5078,-86.9494,Ohio,0
39.002,-84.3647,Campbell,0
38.3882,-84.5493,Scott,0
38.2623,-85.0577,Shelby,0
37.2768,-82.579,Pike,0
37.4484,-87.9347,Webster,0
36.9651,-84.4902,Pulaski,0
37.4863,-86.2857,Grayson,0
36.8851,-85.1975,Russell,0
37.2898,-86.5764,Butler,0
37.8828,-85.5333,Nelson,0
38.918,-84.264,Campbell,0
36.9641,-82.9139,Harlan,0
37.352,-87.3947,Hopkins,0
37.3115,-83.0835,Knott,0
37.0086,-88.5261,McCracken,0
38.6559,-83.9643,Bracken,0
38.0545,-82.7077,Lawrence,0
37.1068,-87.8853,Caldwell,0
39.0462,-84.5362,Kenton,0
38.2168,-85.6702,Jefferson,0
38.4997,-84.6031,Grant,0
37.0895,-83.8855,Laurel,0
37.8299,-84.7096,Jessamine,0
36.7359,-88.6452,Graves,0
37.2132,-82.6686,Letcher,0
37.1726,-88.2445,Livingston,0
38.2521,-85.6107,Jefferson,0
37.682,-87.8657,Union,0
37.0521,-88.4963,Livingston,0
37.7345,-82.9243,Johnson,0
37.4818,-83.3252,Breathitt,0
38.2907,-85.5871,Jefferson,0
