经度,纬度,年份,数目,地名,药物
-85.3197,37.1803,2010,6,"Adair, Kentucky",Hydrocodone
-77.1569,39.8826,2010,14,"Adams, Pennsylvania",Heroin
-78.5222,38.041,2010,2,"Albemarle, Virginia",Codeine
-78.5222,38.041,2010,3,"Albemarle, Virginia",Methadone
-77.0861,38.8184,2010,1,"Alexandria (city), Virginia",Buprenorphine
-80.1873,40.4001,2010,236,"Allegheny, Pennsylvania",Buprenorphine
-84.0848,40.8305,2010,43,"Allen, Ohio",Heroin
-84.0848,40.8305,2010,2,"Allen, Ohio",Methadone
-77.9882,37.3366,2010,1,"Amelia, Virginia",Hydromorphone
-79.1058,37.4487,2010,31,"Amherst, Virginia",Hydrocodone
-77.1011,38.8786,2010,8,"Arlington, Virginia",Buprenorphine
-79.4603,40.9185,2010,3,"Armstrong, Pennsylvania",Hydrocodone
-82.2818,40.9214,2010,13,"Ashland, Ohio",Hydrocodone
-82.2818,40.9214,2010,8,"Ashland, Ohio",Tramadol
-80.6173,41.8567,2010,1,"Ashtabula, Ohio",Methadone
-82.1261,39.4005,2010,14,"Athens, Ohio",Buprenorphine
-88.8827,37.0846,2010,1,"Ballard, Kentucky",Hydrocodone
-83.6156,38.1193,2010,1,"Bath, Kentucky",Hydromorphone
-80.4738,40.5989,2010,87,"Beaver, Pennsylvania",Heroin
-80.4738,40.5989,2010,1,"Beaver, Pennsylvania",Methadone
-83.8774,36.5942,2010,4,"Bell, Kentucky",Morphine
-83.8774,36.5942,2010,4,"Bell, Kentucky",Tramadol
-81.1313,40.1621,2010,2,"Belmont, Ohio",Propoxyphene
-77.9779,39.458,2010,1,"Berkeley, West Virginia",Oxymorphone
-76.1391,40.3495,2010,13,"Berks, Pennsylvania",Hydrocodone
-76.1391,40.3495,2010,26,"Berks, Pennsylvania",Oxycodone
-78.2272,40.6864,2010,1,"Blair, Pennsylvania",Fentanyl
-78.2272,40.6864,2010,103,"Blair, Pennsylvania",Heroin
-78.2272,40.6864,2010,17,"Blair, Pennsylvania",Hydrocodone
-78.2272,40.6864,2010,11,"Blair, Pennsylvania",Methadone
-84.6731,38.9472,2010,1,"Boone, Kentucky",Codeine
-84.6731,38.9472,2010,3,"Boone, Kentucky",Oxymorphone
-79.8779,37.4167,2010,1,"Botetourt, Virginia",Fentanyl
-79.8779,37.4167,2010,10,"Botetourt, Virginia",Morphine
-84.1101,38.1425,2010,2,"Bourbon, Kentucky",Buprenorphine
-84.7903,37.5855,2010,1,"Boyle, Kentucky",Methadone
-80.8979,38.5632,2010,17,"Braxton, West Virginia",Oxycodone
-83.4585,37.4215,2010,63,"Breathitt, Kentucky",Oxycodone
-86.6304,37.8312,2010,10,"Breckinridge, Kentucky",Hydrocodone
-83.7878,38.8673,2010,2,"Brown, Ohio",Buprenorphine
-83.7878,38.8673,2010,1,"Brown, Ohio",Propoxyphene
-77.8937,36.8553,2010,1,"Brunswick, Virginia",Fentanyl
-81.8015,37.2473,2010,1,"Buchanan, Virginia",Codeine
-81.8015,37.2473,2010,12,"Buchanan, Virginia",Methadone
-78.6333,37.494,2010,1,"Buckingham, Virginia",Buprenorphine
-78.6333,37.494,2010,2,"Buckingham, Virginia",Propoxyphene
-74.8852,40.1015,2010,63,"Bucks, Pennsylvania",Hydrocodone
-79.3565,37.7316,2010,1,"Buena Vista (city), Virginia",Propoxyphene
-84.5652,39.3938,2010,2,"Butler, Ohio",Hydromorphone
-82.3188,38.4154,2010,23,"Cabell, West Virginia",Heroin
-88.0604,37.2085,2010,8,"Caldwell, Kentucky",Hydrocodone
-78.8446,40.4111,2010,1,"Cambria, Pennsylvania",Fentanyl
-78.8446,40.4111,2010,2,"Cambria, Pennsylvania",Hydromorphone
-84.4815,39.0401,2010,4,"Campbell, Kentucky",Fentanyl
-84.4815,39.0401,2010,5,"Campbell, Kentucky",Morphine
-84.4815,39.0401,2010,5,"Campbell, Kentucky",Tramadol
-79.2895,37.2338,2010,3,"Campbell, Virginia",Methadone
-75.7009,40.8289,2010,3,"Carbon, Pennsylvania",Buprenorphine
-88.8869,36.9081,2010,2,"Carlisle, Kentucky",Morphine
-85.0681,38.6098,2010,4,"Carroll, Kentucky",Buprenorphine
-81.0031,40.5209,2010,8,"Carroll, Ohio",Hydrocodone
-80.6997,36.6771,2010,1,"Carroll, Virginia",Codeine
-84.9875,37.4551,2010,14,"Casey, Kentucky",Oxycodone
-77.7057,40.98,2010,2,"Centre, Pennsylvania",Fentanyl
-76.3024,36.6778,2010,119,"Chesapeake (city), Virginia",Heroin
-76.3024,36.6778,2010,2,"Chesapeake (city), Virginia",Propoxyphene
-75.885,39.9639,2010,9,"Chester, Pennsylvania",Methadone
-77.6492,37.506,2010,10,"Chesterfield, Virginia",Buprenorphine
-77.6492,37.506,2010,1,"Chesterfield, Virginia",Propoxyphene
-87.4875,37.12,2010,18,"Christian, Kentucky",Hydrocodone
-87.4875,37.12,2010,1,"Christian, Kentucky",Tramadol
-84.1908,38.0014,2010,1,"Clark, Kentucky",Buprenorphine
-84.0243,39.8862,2010,1,"Clark, Ohio",Buprenorphine
-83.7635,37.1464,2010,2,"Clay, Kentucky",Methadone
-78.7749,41.1062,2010,29,"Clearfield, Pennsylvania",Heroin
-84.1532,39.2325,2010,52,"Clermont, Ohio",Hydrocodone
-85.0683,36.8051,2010,4,"Clinton, Kentucky",Buprenorphine
-77.5306,41.0094,2010,8,"Clinton, Pennsylvania",Heroin
-77.5306,41.0094,2010,1,"Clinton, Pennsylvania",Methadone
-77.3969,37.265,2010,13,"Colonial Heights (city), Virginia",Hydrocodone
-77.3969,37.265,2010,1,"Colonial Heights (city), Virginia",Tramadol
-80.675,40.8871,2010,11,"Columbiana, Ohio",Oxycodone
-80.675,40.8871,2010,2,"Columbiana, Ohio",Oxymorphone
-79.8364,41.8176,2010,3,"Crawford, Pennsylvania",Buprenorphine
-88.1411,37.2198,2010,2,"Crittenden, Kentucky",Oxycodone
-77.8267,38.416,2010,18,"Culpeper, Virginia",Heroin
-77.8267,38.416,2010,14,"Culpeper, Virginia",Methadone
-76.9274,40.2422,2010,6,"Cumberland, Pennsylvania",Buprenorphine
-79.4088,36.5831,2010,4,"Danville (city), Virginia",Morphine
-79.4088,36.5831,2010,3,"Danville (city), Virginia",Tramadol
-84.2855,41.3259,2010,1,"Defiance, Ohio",Fentanyl
-84.2855,41.3259,2010,15,"Defiance, Ohio",Morphine
-83.08,40.1679,2010,13,"Delaware, Ohio",Buprenorphine
-83.08,40.1679,2010,4,"Delaware, Ohio",Propoxyphene
-75.4338,39.894,2010,3,"Delaware, Pennsylvania",Fentanyl
-75.4338,39.894,2010,2,"Delaware, Pennsylvania",Hydromorphone
-75.4338,39.894,2010,29,"Delaware, Pennsylvania",Methadone
-80.7407,39.1254,2010,6,"Doddridge, West Virginia",Hydrocodone
-83.0188,38.1879,2010,72,"Elliott, Kentucky",Oxycodone
-82.808,41.4011,2010,30,"Erie, Ohio",Heroin
-83.4713,38.8559,2010,3,"Adams, Ohio",Codeine
-83.4713,38.8559,2010,59,"Adams, Ohio",Hydrocodone
-83.4713,38.8559,2010,12,"Adams, Ohio",Methadone
-77.1569,39.8826,2010,1,"Adams, Pennsylvania",Hydromorphone
-78.5222,38.041,2010,1,"Albemarle, Virginia",Buprenorphine
-77.0861,38.8184,2010,3,"Alexandria (city), Virginia",Hydrocodone
-79.9795,37.8865,2010,1,"Alleghany, Virginia",Buprenorphine
-79.9795,37.8865,2010,5,"Alleghany, Virginia",Morphine
-80.1873,40.4001,2010,1,"Allegheny, Pennsylvania",Dihydrocodeine
-80.1873,40.4001,2010,2,"Allegheny, Pennsylvania",Methorphan
-80.1873,40.4001,2010,16,"Allegheny, Pennsylvania",Oxymorphone
-86.2961,36.7956,2010,10,"Allen, Kentucky",Hydrocodone
-86.2961,36.7956,2010,4,"Allen, Kentucky",Methadone
-84.0848,40.8305,2010,15,"Allen, Ohio",Hydromorphone
-77.1011,38.8786,2010,3,"Arlington, Virginia",Codeine
-77.1011,38.8786,2010,7,"Arlington, Virginia",Hydrocodone
-82.2818,40.9214,2010,12,"Ashland, Ohio",Buprenorphine
-82.2818,40.9214,2010,6,"Ashland, Ohio",Morphine
-80.6173,41.8567,2010,26,"Ashtabula, Ohio",Heroin
-80.6173,41.8567,2010,1,"Ashtabula, Ohio",Propoxyphene
-82.1261,39.4005,2010,40,"Athens, Ohio",Hydrocodone
-82.1261,39.4005,2010,9,"Athens, Ohio",Methadone
-79.9505,38.9783,2010,1,"Barbour, West Virginia",Buprenorphine
-80.4738,40.5989,2010,6,"Beaver, Pennsylvania",Buprenorphine
-80.4738,40.5989,2010,1,"Beaver, Pennsylvania",Morphine
-78.5075,40.2592,2010,34,"Bedford, Pennsylvania",Heroin
-79.7253,37.3866,2010,6,"Bedford, Virginia",Oxycodone
-79.7253,37.3866,2010,1,"Bedford, Virginia",Hydrocodone
-77.9779,39.458,2010,1,"Berkeley, West Virginia",Methorphan
-78.2272,40.6864,2010,18,"Blair, Pennsylvania",Buprenorphine
-78.2272,40.6864,2010,14,"Blair, Pennsylvania",Morphine
-81.7138,37.9713,2010,22,"Boone, West Virginia",Oxycodone
-79.8779,37.4167,2010,20,"Botetourt, Virginia",Heroin
-84.1101,38.1425,2010,2,"Bourbon, Kentucky",Methadone
-82.7816,38.3354,2010,10,"Boyd, Kentucky",Buprenorphine
-82.7816,38.3354,2010,9,"Boyd, Kentucky",Morphine
-82.7816,38.3354,2010,2,"Boyd, Kentucky",Tramadol
-76.1763,41.7606,2010,33,"Bradford, Pennsylvania",Heroin
-80.8979,38.5632,2010,7,"Braxton, West Virginia",Morphine
-82.1607,36.618,2010,3,"Bristol (city), Virginia",Hydromorphone
-83.7878,38.8673,2010,1,"Brown, Ohio",Codeine
-83.7878,38.8673,2010,21,"Brown, Ohio",Hydrocodone
-77.8937,36.8553,2010,4,"Brunswick, Virginia",Heroin
-74.8852,40.1015,2010,120,"Bucks, Pennsylvania",Buprenorphine
-74.8852,40.1015,2010,27,"Bucks, Pennsylvania",Morphine
-84.5652,39.3938,2010,127,"Butler, Ohio",Oxycodone
-84.5652,39.3938,2010,12,"Butler, Ohio",Oxymorphone
-79.74,40.9505,2010,12,"Butler, Pennsylvania",Buprenorphine
-79.74,40.9505,2010,2,"Butler, Pennsylvania",Morphine
-82.3188,38.4154,2010,3,"Cabell, West Virginia",Buprenorphine
-82.3188,38.4154,2010,8,"Cabell, West Virginia",Morphine
-88.0604,37.2085,2010,2,"Caldwell, Kentucky",Morphine
-78.8446,40.4111,2010,3,"Cambria, Pennsylvania",Propoxyphene
-78.1989,41.4148,2010,1,"Cameron, Pennsylvania",Hydrocodone
-84.4815,39.0401,2010,72,"Campbell, Kentucky",Oxycodone
-84.4815,39.0401,2010,1,"Campbell, Kentucky",Oxymorphone
-88.8869,36.9081,2010,2,"Carlisle, Kentucky",Hydrocodone
-77.3473,38.0533,2010,5,"Caroline, Virginia",Heroin
-80.6997,36.6771,2010,6,"Carroll, Virginia",Buprenorphine
-80.6997,36.6771,2010,3,"Carroll, Virginia",Morphine
-82.9371,38.3318,2010,1,"Carter, Kentucky",Heroin
-77.7057,40.98,2010,23,"Centre, Pennsylvania",Oxycodone
-78.4856,38.0374,2010,4,"Charlottesville (city), Virginia",Hydrocodone
-75.885,39.9639,2010,11,"Chester, Pennsylvania",Buprenorphine
-77.6492,37.506,2010,39,"Chesterfield, Virginia",Hydrocodone
-77.6492,37.506,2010,3,"Chesterfield, Virginia",Tramadol
-79.3803,41.2106,2010,3,"Clarion, Pennsylvania",Hydrocodone
-84.1908,38.0014,2010,1,"Clark, Kentucky",Oxymorphone
-84.0243,39.8862,2010,26,"Clark, Ohio",Heroin
-78.7749,41.1062,2010,1,"Clearfield, Pennsylvania",Tramadol
-84.1532,39.2325,2010,19,"Clermont, Ohio",Buprenorphine
-84.1532,39.2325,2010,4,"Clermont, Ohio",Morphine
-83.8109,39.3224,2010,68,"Clinton, Ohio",Heroin
-77.3969,37.265,2010,9,"Colonial Heights (city), Virginia",Oxycodone
-76.4969,41.0177,2010,4,"Columbia, Pennsylvania",Hydrocodone
-80.675,40.8871,2010,9,"Columbiana, Ohio",Hydrocodone
-82.7773,40.7392,2010,6,"Crawford, Ohio",Hydrocodone
-88.1411,37.2198,2010,2,"Crittenden, Kentucky",Methadone
-77.8267,38.416,2010,11,"Culpeper, Virginia",Hydromorphone
-81.5348,41.4948,2010,81,"Cuyahoga, Ohio",Hydrocodone
-81.5348,41.4948,2010,13,"Cuyahoga, Ohio",Methadone
-79.4088,36.5831,2010,1,"Danville (city), Virginia",Oxymorphone
-84.6384,40.2802,2010,1,"Darke, Ohio",Oxycodone
-76.8843,40.2752,2010,37,"Dauphin, Pennsylvania",Oxycodone
-76.8843,40.2752,2010,2,"Dauphin, Pennsylvania",Oxymorphone
-86.9805,37.7892,2010,1,"Daviess, Kentucky",Fentanyl
-84.2855,41.3259,2010,31,"Defiance, Ohio",Oxycodone
-84.2855,41.3259,2010,2,"Defiance, Ohio",Oxymorphone
-83.08,40.1679,2010,2,"Delaware, Ohio",Opiates
-75.4338,39.894,2010,337,"Delaware, Pennsylvania",Oxycodone
-75.4338,39.894,2010,6,"Delaware, Pennsylvania",Oxymorphone
-78.6869,41.5726,2010,2,"Elk, Pennsylvania",Heroin
-82.808,41.4011,2010,1,"Erie, Ohio",Morphine
-77.1579,38.8514,2010,21,"Fairfax, Virginia",Buprenorphine
-82.5446,39.8426,2010,1,"Fairfield, Ohio",Hydromorphone
-82.5446,39.8426,2010,1,"Fairfield, Ohio",Opiates
-77.1878,38.8648,2010,1,"Falls Church (city), Virginia",Buprenorphine
-84.5255,38.1059,2010,5,"Fayette, Kentucky",Codeine
-84.5255,38.1059,2010,32,"Fayette, Kentucky",Heroin
-84.5255,38.1059,2010,23,"Fayette, Kentucky",Methadone
-83.4713,38.8559,2010,4,"Adams, Ohio",Hydromorphone
-83.4713,38.8559,2010,1,"Adams, Ohio",Meperidine
-77.1569,39.8826,2010,2,"Adams, Pennsylvania",Buprenorphine
-77.1569,39.8826,2010,1,"Adams, Pennsylvania",Hydrocodone
-77.0861,38.8184,2010,1,"Alexandria (city), Virginia",Hydromorphone
-79.9795,37.8865,2010,6,"Alleghany, Virginia",Oxycodone
-80.1873,40.4001,2010,198,"Allegheny, Pennsylvania",Hydrocodone
-80.1873,40.4001,2010,16,"Allegheny, Pennsylvania",Tramadol
-84.0848,40.8305,2010,1,"Allen, Ohio",Buprenorphine
-84.0848,40.8305,2010,2,"Allen, Ohio",Codeine
-84.0848,40.8305,2010,20,"Allen, Ohio",Hydrocodone
-84.0848,40.8305,2010,3,"Allen, Ohio",Morphine
-77.9882,37.3366,2010,2,"Amelia, Virginia",Buprenorphine
-77.1011,38.8786,2010,3,"Arlington, Virginia",Hydromorphone
-79.4603,40.9185,2010,96,"Armstrong, Pennsylvania",Heroin
-79.4603,40.9185,2010,1,"Armstrong, Pennsylvania",Propoxyphene
-82.1261,39.4005,2010,2,"Athens, Ohio",Meperidine
-84.146,40.6513,2010,7,"Auglaize, Ohio",Morphine
-79.0087,38.1939,2010,13,"Augusta, Virginia",Hydrocodone
-79.0087,38.1939,2010,2,"Augusta, Virginia",Tramadol
-85.9264,37.0048,2010,2,"Barren, Kentucky",Tramadol
-79.5709,38.1948,2010,12,"Bath, Virginia",Hydrocodone
-80.4738,40.5989,2010,16,"Beaver, Pennsylvania",Oxycodone
-80.4738,40.5989,2010,1,"Beaver, Pennsylvania",Propoxyphene
-79.7253,37.3866,2010,17,"Bedford, Virginia",Hydrocodone
-79.7253,37.3866,2010,6,"Bedford, Virginia",Morphine
-79.7253,37.3866,2010,4,"Bedford, Virginia",Tramadol
-83.8774,36.5942,2010,4,"Bell, Kentucky",Methadone
-81.1313,40.1621,2010,2,"Belmont, Ohio",Fentanyl
-81.1313,40.1621,2010,10,"Belmont, Ohio",Hydrocodone
-78.2272,40.6864,2010,64,"Blair, Pennsylvania",Oxycodone
-78.2272,40.6864,2010,1,"Blair, Pennsylvania",Oxymorphone
-81.1501,37.1521,2010,1,"Bland, Virginia",Methadone
-84.6731,38.9472,2010,19,"Boone, Kentucky",Hydrocodone
-81.7138,37.9713,2010,1,"Boone, West Virginia",Morphine
-84.0666,38.6818,2010,4,"Bracken, Kentucky",Hydrocodone
-82.1607,36.618,2010,20,"Bristol (city), Virginia",Buprenorphine
-78.6333,37.494,2010,2,"Buckingham, Virginia",Morphine
-74.8852,40.1015,2010,506,"Bucks, Pennsylvania",Oxycodone
-74.8852,40.1015,2010,1,"Bucks, Pennsylvania",Oxymorphone
-85.7146,38.0645,2010,9,"Bullitt, Kentucky",Methadone
-79.74,40.9505,2010,6,"Butler, Pennsylvania",Hydrocodone
-88.0604,37.2085,2010,1,"Caldwell, Kentucky",Oxycodone
-88.4381,36.5892,2010,2,"Calloway, Kentucky",Hydrocodone
-84.4815,39.0401,2010,34,"Campbell, Kentucky",Hydrocodone
-79.2895,37.2338,2010,3,"Campbell, Virginia",Hydrocodone
-79.2895,37.2338,2010,1,"Campbell, Virginia",Tramadol
-75.7009,40.8289,2010,3,"Carbon, Pennsylvania",Methadone
-85.0681,38.6098,2010,1,"Carroll, Kentucky",Morphine
-80.6997,36.6771,2010,10,"Carroll, Virginia",Oxycodone
-80.6997,36.6771,2010,1,"Carroll, Virginia",Oxymorphone
-84.9875,37.4551,2010,2,"Casey, Kentucky",Methadone
-77.7057,40.98,2010,5,"Centre, Pennsylvania",Hydrocodone
-83.9635,40.2174,2010,19,"Champaign, Ohio",Oxycodone
-83.9635,40.2174,2010,1,"Champaign, Ohio",Oxymorphone
-75.885,39.9639,2010,1,"Chester, Pennsylvania",Hydromorphone
-77.6492,37.506,2010,69,"Chesterfield, Virginia",Oxycodone
-84.1908,38.0014,2010,142,"Clark, Kentucky",Oxycodone
-83.7635,37.1464,2010,8,"Clay, Kentucky",Buprenorphine
-83.7635,37.1464,2010,1,"Clay, Kentucky",Codeine
-83.7635,37.1464,2010,31,"Clay, Kentucky",Hydrocodone
-83.7635,37.1464,2010,3,"Clay, Kentucky",Tramadol
-84.1532,39.2325,2010,1,"Clermont, Ohio",Dextropropoxyphene
-84.1532,39.2325,2010,78,"Clermont, Ohio",Oxycodone
-84.1532,39.2325,2010,5,"Clermont, Ohio",Oxymorphone
-83.8109,39.3224,2010,1,"Clinton, Ohio",Dextropropoxyphene
-77.5306,41.0094,2010,1,"Clinton, Pennsylvania",Buprenorphine
-77.5306,41.0094,2010,1,"Clinton, Pennsylvania",Hydrocodone
-77.3969,37.265,2010,13,"Colonial Heights (city), Virginia",Heroin
-80.1395,37.4293,2010,4,"Craig, Virginia",Oxycodone
-82.7773,40.7392,2010,16,"Crawford, Ohio",Oxycodone
-79.8364,41.8176,2010,2,"Crawford, Pennsylvania",Hydromorphone
-77.8267,38.416,2010,1,"Culpeper, Virginia",Buprenorphine
-77.8267,38.416,2010,11,"Culpeper, Virginia",Hydrocodone
-77.8267,38.416,2010,3,"Culpeper, Virginia",Tramadol
-76.9274,40.2422,2010,1,"Cumberland, Pennsylvania",Fentanyl
-76.9274,40.2422,2010,2,"Cumberland, Pennsylvania",Hydrocodone
-81.5348,41.4948,2010,3,"Cuyahoga, Ohio",Hydromorphone
-79.4088,36.5831,2010,17,"Danville (city), Virginia",Hydrocodone
-83.08,40.1679,2010,1123,"Delaware, Ohio",Heroin
-83.08,40.1679,2010,10,"Delaware, Ohio",Methadone
-77.7219,36.9853,2010,2,"Dinwiddie, Virginia",Methadone
-86.2847,37.2895,2010,1,"Edmonson, Kentucky",Propoxyphene
-78.6869,41.5726,2010,1,"Elk, Pennsylvania",Methadone
-83.0188,38.1879,2010,12,"Elliott, Kentucky",Hydrocodone
-77.5356,36.6953,2010,3,"Emporia (city), Virginia",Heroin
-82.808,41.4011,2010,3,"Erie, Ohio",Codeine
-79.8333,42.2134,2010,62,"Erie, Pennsylvania",Heroin
-79.8333,42.2134,2010,1,"Erie, Pennsylvania",Propoxyphene
-79.8333,42.2134,2010,1,"Erie, Pennsylvania",Tramadol
-76.8665,37.9185,2010,1,"Essex, Virginia",Oxycodone
-77.1579,38.8514,2010,19,"Fairfax, Virginia",Hydromorphone
-77.1579,38.8514,2010,1,"Fairfax, Virginia",Opium
-82.5446,39.8426,2010,16,"Fairfield, Ohio",Buprenorphine
-82.5446,39.8426,2010,1,"Fairfield, Ohio",Codeine
-82.5446,39.8426,2010,24,"Fairfield, Ohio",Hydrocodone
-82.5446,39.8426,2010,3,"Fairfield, Ohio",Morphine
-77.1878,38.8648,2010,1,"Falls Church (city), Virginia",Oxycodone
-77.6661,38.6355,2010,2,"Fauquier, Virginia",Pentazocine
-84.5255,38.1059,2010,1,"Fayette, Kentucky",Propoxyphene
-75.7182,37.6917,2010,1,"Accomack, Virginia",Morphine
-83.4713,38.8559,2010,119,"Adams, Ohio",Oxycodone
-83.4713,38.8559,2010,1,"Adams, Ohio",Oxymorphone
-77.1569,39.8826,2010,2,"Adams, Pennsylvania",Fentanyl
-79.9795,37.8865,2010,1,"Alleghany, Virginia",Propoxyphene
-80.1873,40.4001,2010,2,"Allegheny, Pennsylvania",Codeine
-80.1873,40.4001,2010,2592,"Allegheny, Pennsylvania",Heroin
-80.1873,40.4001,2010,34,"Allegheny, Pennsylvania",Methadone
-79.1058,37.4487,2010,15,"Amherst, Virginia",Oxycodone
-84.935,38.089,2010,21,"Anderson, Kentucky",Oxycodone
-78.682,37.2642,2010,2,"Appomattox, Virginia",Hydrocodone
-78.682,37.2642,2010,1,"Appomattox, Virginia",Oxycodone
-77.1011,38.8786,2010,2,"Arlington, Virginia",Methadone
-79.4603,40.9185,2010,16,"Armstrong, Pennsylvania",Buprenorphine
-79.4603,40.9185,2010,1,"Armstrong, Pennsylvania",Morphine
-80.6173,41.8567,2010,42,"Ashtabula, Ohio",Oxycodone
-79.0087,38.1939,2010,5,"Augusta, Virginia",Morphine
-85.9264,37.0048,2010,1,"Barren, Kentucky",Oxymorphone
-83.6156,38.1193,2010,42,"Bath, Kentucky",Oxycodone
-79.5709,38.1948,2010,3,"Bath, Virginia",Fentanyl
-79.5709,38.1948,2010,1,"Bath, Virginia",Morphine
-78.5075,40.2592,2010,3,"Bedford, Pennsylvania",Oxycodone
-79.7253,37.3866,2010,3,"Bedford, Virginia",Heroin
-79.7253,37.3866,2010,1,"Bedford, Virginia",Methadone
-83.8774,36.5942,2010,1,"Bell, Kentucky",Codeine
-83.8774,36.5942,2010,83,"Bell, Kentucky",Hydrocodone
-81.1313,40.1621,2010,1,"Belmont, Ohio",Buprenorphine
-81.1313,40.1621,2010,3,"Belmont, Ohio",Morphine
-77.9779,39.458,2010,2,"Berkeley, West Virginia",Morphine
-81.1501,37.1521,2010,1,"Bland, Virginia",Buprenorphine
-84.6731,38.9472,2010,10,"Boone, Kentucky",Buprenorphine
-84.6731,38.9472,2010,1,"Boone, Kentucky",Morphine
-81.7138,37.9713,2010,14,"Boone, West Virginia",Hydrocodone
-79.8779,37.4167,2010,12,"Botetourt, Virginia",Oxycodone
-79.8779,37.4167,2010,1,"Botetourt, Virginia",Oxymorphone
-84.7903,37.5855,2010,7,"Boyle, Kentucky",Buprenorphine
-76.1763,41.7606,2010,22,"Bradford, Pennsylvania",Oxycodone
-80.8979,38.5632,2010,1,"Braxton, West Virginia",Hydromorphone
-86.6304,37.8312,2010,2,"Breckinridge, Kentucky",Oxycodone
-82.1607,36.618,2010,26,"Bristol (city), Virginia",Hydrocodone
-82.1607,36.618,2010,7,"Bristol (city), Virginia",Methadone
-83.7878,38.8673,2010,4,"Brown, Ohio",Methadone
-77.8937,36.8553,2010,2,"Brunswick, Virginia",Oxycodone
-81.8015,37.2473,2010,8,"Buchanan, Virginia",Buprenorphine
-78.6333,37.494,2010,2,"Buckingham, Virginia",Hydrocodone
-74.8852,40.1015,2010,4,"Bucks, Pennsylvania",Meperidine
-85.7146,38.0645,2010,41,"Bullitt, Kentucky",Hydrocodone
-86.8921,37.2093,2010,3,"Butler, Kentucky",Hydrocodone
-86.8921,37.2093,2010,1,"Butler, Kentucky",Methadone
-84.5652,39.3938,2010,223,"Butler, Ohio",Heroin
-88.4381,36.5892,2010,1,"Calloway, Kentucky",Morphine
-78.8446,40.4111,2010,14,"Cambria, Pennsylvania",Buprenorphine
-78.8446,40.4111,2010,10,"Cambria, Pennsylvania",Morphine
-84.4815,39.0401,2010,86,"Campbell, Kentucky",Heroin
-84.4815,39.0401,2010,1,"Campbell, Kentucky",Propoxyphene
-79.2895,37.2338,2010,3,"Campbell, Virginia",Morphine
-75.7009,40.8289,2010,5,"Carbon, Pennsylvania",Hydrocodone
-85.0681,38.6098,2010,9,"Carroll, Kentucky",Hydrocodone
-85.0681,38.6098,2010,3,"Carroll, Kentucky",Methadone
-81.0031,40.5209,2010,1,"Carroll, Ohio",Propoxyphene
-84.9875,37.4551,2010,32,"Casey, Kentucky",Hydrocodone
-84.9875,37.4551,2010,1,"Casey, Kentucky",Tramadol
-77.7057,40.98,2010,1,"Centre, Pennsylvania",Codeine
-77.7057,40.98,2010,23,"Centre, Pennsylvania",Heroin
-78.601,36.9933,2010,5,"Charlotte, Virginia",Oxycodone
-78.4856,38.0374,2010,1,"Charlottesville (city), Virginia",Methadone
-76.3024,36.6778,2010,5,"Chesapeake (city), Virginia",Hydromorphone
-76.3024,36.6778,2010,1,"Chesapeake (city), Virginia",Meperidine
-76.3024,36.6778,2010,2,"Chesapeake (city), Virginia",Tramadol
-75.885,39.9639,2010,3,"Chester, Pennsylvania",Morphine
-77.6492,37.506,2010,3,"Chesterfield, Virginia",Meperidine
-87.4875,37.12,2010,2,"Christian, Kentucky",Buprenorphine
-77.9823,39.1508,2010,2,"Clarke, Virginia",Oxycodone
-78.7749,41.1062,2010,1,"Clearfield, Pennsylvania",Fentanyl
-78.7749,41.1062,2010,1,"Clearfield, Pennsylvania",Hydromorphone
-84.1532,39.2325,2010,3,"Clermont, Ohio",Tramadol
-85.0683,36.8051,2010,7,"Clinton, Kentucky",Oxycodone
-83.8109,39.3224,2010,33,"Clinton, Ohio",Oxycodone
-81.7517,40.2761,2010,1,"Coshocton, Ohio",Tramadol
-82.7773,40.7392,2010,4,"Crawford, Ohio",Methadone
-79.8364,41.8176,2010,6,"Crawford, Pennsylvania",Heroin
-77.8267,38.416,2010,8,"Culpeper, Virginia",Morphine
-76.9274,40.2422,2010,32,"Cumberland, Pennsylvania",Heroin
-78.0883,37.6674,2010,2,"Cumberland, Virginia",Tramadol
-79.4088,36.5831,2010,3,"Danville (city), Virginia",Heroin
-84.6384,40.2802,2010,20,"Darke, Ohio",Heroin
-84.6384,40.2802,2010,2,"Darke, Ohio",Methadone
-76.8843,40.2752,2010,266,"Dauphin, Pennsylvania",Heroin
-76.8843,40.2752,2010,12,"Dauphin, Pennsylvania",Methadone
-86.9805,37.7892,2010,6,"Daviess, Kentucky",Morphine
-84.2855,41.3259,2010,24,"Defiance, Ohio",Heroin
